paper,scope,theme,dimension,dimension2,hexcode,markers,sub_Markers,hashtag
the Online Home of Maryland's Genuine Progress Indicator,state,,social,wellbeing,5D3A21,cost of motor vehicle crashes,,infrastructure
the Online Home of Maryland's Genuine Progress Indicator,state,,Economic,market,5D3A21,Service of Consumer Durables,,social_service
the Online Home of Maryland's Genuine Progress Indicator,state,,Economic,market,5D3A21,Cost of Consumer Durables,,household_expenditure
the Online Home of Maryland's Genuine Progress Indicator,state,,Economic,finance,5D3A21,Net Captial Investment,,public_investment
the Online Home of Maryland's Genuine Progress Indicator,state,,social,practice,5D3A21,services of highways & streets,,infrastructure
the Online Home of Maryland's Genuine Progress Indicator,state,,social,practice,68481F,cost of commuting,,infrastructure
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of water pollution,,environment
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of air pollution,,environment
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of noise pollution,,environment
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of net wetlands change,,environment
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of net farmland change,,environment
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of net forest cover change,,environment
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of climate change,,climate
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of ozone depletion,,climate
the Online Home of Maryland's Genuine Progress Indicator,state,,Environmental,environment,68481F,cost of non-renewable energy resource depletion,,"environment, energy"
the Online Home of Maryland's Genuine Progress Indicator,state,,social,environment,876443,cost of personal pollution abatement,,"social, environment"
Bhutan GNH,country,,Good governance,wellbeing,876443,political participation,election,social_participaion
Bhutan GNH,country,,Good governance,wellbeing,876443,political participation,Zomdue participation,social_participaion
Bhutan GNH,country,,Community vitality,wellbeing,876443,Donation (time & money),amount of donation made in a year,social_participaion
Bhutan GNH,country,,Community vitality,wellbeing,876443,Donation (time & money),number of days volunteered in a year,social_participation
Bhutan GNH,country,,Community vitality,wellbeing,876443,Community relationship,Sence of belongingness in the community,social_environment
Bhutan GNH,country,,Community vitality,wellbeing,876443,Community relationship,Trust in neighbours,social_environment
Bhutan GNH,country,,Community vitality,wellbeing,876443,Family,Family members care about each other,family
Bhutan GNH,country,,Community vitality,wellbeing,876443,Family,Wish you were not part of your family,family
Bhutan GNH,country,,Community vitality,wellbeing,876443,Family,Feel like a stranger in your family,family
Bhutan GNH,country,,Community vitality,wellbeing,876443,Family,Enough time to spend with your family,family
Bhutan GNH,country,,Community vitality,wellbeing,876443,Family,Lot of understanding in your family,family
Bhutan GNH,country,,Community vitality,wellbeing,876443,Family,Family is a real source of comfort to you,family
Bhutan GNH,country,,Community vitality,wellbeing,876443,Safety,Victim of crime,social_environment
Bhutan GNH,country,,Psychological well being,wellbeing,876443,life satisfaction,satisfaction with health,"health, personal_well_being"
Bhutan GNH,country,,Psychological well being,wellbeing,876443,life satisfaction,satisfaction with standard of living,personal_well_being
Bhutan GNH,country,,Psychological well being,wellbeing,876443,life satisfaction,satisfaction with occupation,personal_well_being
Bhutan GNH,country,,Psychological well being,wellbeing,876443,life satisfaction,satisfaction with family relationship,"family, personal_well_being"
Bhutan GNH,country,,Psychological well being,wellbeing,876443,life satisfaction,satisfaction with work life balance,personal_well_being
Bhutan GNH,country,,Psychological well being,wellbeing,674345,spirituality,spirituality level,religion
Bhutan GNH,country,,Psychological well being,wellbeing,674345,spirituality,taking account of Karma in daily life,religion
Bhutan GNH,country,,Psychological well being,wellbeing,674345,spirituality,prayer recitation,religion
Bhutan GNH,country,,Psychological well being,wellbeing,674345,spirituality,Meditation,religion
Bhutan GNH,country,,Psychological well being,wellbeing,674345,Positive emotion,Frequency of feelings of calmness,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Positive emotion,Frequency of feelings of compassion,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Positive emotion,Frequency of feelings of forgiveness,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Positive emotion,Frequency of feelings of contentment,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Positive emotion,Frequency of feelings of generosity,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Negative emotion,Frequency of feelings of selfishness,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Negative emotion,Frequency of feelings of jealousy,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Negative emotion,Frequency of feelings of fear,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Negative emotion,Frequency of feelings of worry,emotion
Bhutan GNH,country,,Psychological well being,wellbeing,6B5C7B,Negative emotion,Frequency of feelings of anger,emotion
Bhutan GNH,country,,Health,wellbeing,6B5C7B,self reported health status,,health
Bhutan GNH,country,,Health,wellbeing,6B5C7B,Healthy days,,health
Bhutan GNH,country,,Health,wellbeing,7E4965,Disability,long term disability,health
Bhutan GNH,country,,Health,wellbeing,7E4965,Disability,activity limitations,health
Bhutan GNH,country,,Health,wellbeing,7E4965,mental health,,health
Bhutan GNH,country,,Education,wellbeing,7E4965,Literacy,Literacy level,education
Bhutan GNH,country,,Education,wellbeing,7E4965,Schooling,formal education level,education
Bhutan GNH,country,,Education,wellbeing,894250,Value,Killing justifiable,social
Bhutan GNH,country,,Education,wellbeing,894250,Value,Stealing justifiable,social
Bhutan GNH,country,,Education,wellbeing,894250,Value,Creating disharmony in human relations justifiable,social
Bhutan GNH,country,,Education,wellbeing,894250,Value,Sexual misconduct,social
Bhutan GNH,country,,Good governance,wellbeing,894250,Fundamental rights,Freedom of speech and opinion,social_envrionment
Bhutan GNH,country,,Good governance,wellbeing,894250,Fundamental rights,to vote,social_envrionment
Bhutan GNH,country,,Good governance,wellbeing,894250,Fundamental rights,to join political party of your choice,social_envrionment
Bhutan GNH,country,,Good governance,wellbeing,894250,Fundamental rights,to form tshogpa,social_envrionment
Bhutan GNH,country,,Good governance,wellbeing,894250,Fundamental rights,equal access and opportunity to join public service,social_envrionment
Bhutan GNH,country,,Good governance,wellbeing,894250,Fundamental rights,to equal pay for work of equal value,equality
Bhutan GNH,country,,Good governance,wellbeing,894250,Fundamental rights,free from disciminiation,social_environment
Bhutan GNH,country,,Good governance,wellbeing,894250,Services,access to health care center,social_service
Bhutan GNH,country,,Good governance,finance,894250,Government performance,creating jobs,"government, social_service"
Bhutan GNH,country,,Good governance,finance,894250,Government performance,reducing gap between rich and poor,government
Bhutan GNH,country,,Good governance,finance,894250,Government performance,fighting corruption,government
Bhutan GNH,country,,Good governance,finance,894250,Government performance,Providing educational needs,"government, education"
Bhutan GNH,country,,Good governance,finance,894250,Government performance,Improving health services,"government, social_service"
Bhutan GNH,country,,Good governance,environment,894250,Government performance,protecting environment,"government, conservation, environment"
Bhutan GNH,country,,Good governance,environment,894250,Services,electricity,infrastructure
Bhutan GNH,country,,Good governance,environment,894250,Services,method of waste disposal,"water_use, environment"
Bhutan GNH,country,,Good governance,environment,894250,Services,source of water,water_use
Bhutan GNH,country,,Good governance,environment,664B6A,Services,quality of water,water_use
Bhutan GNH,country,,Education,science,664B6A,Knowledge,knowledge on local legend and folk stories,knowledge
Bhutan GNH,country,,Education,science,664B6A,Knowledge,knowledge on local tshechu,knowledge
Bhutan GNH,country,,Education,science,664B6A,Knowledge,knowledge on traditional songs,knowledge
Bhutan GNH,country,,Education,science,664B6A,Knowledge,knowledge on constitution,knowledge
Bhutan GNH,country,,Education,science,664B6A,Knowledge,knowledge on HIV/AIDS transmission,knowledge
Bhutan GNH,country,,Cultural diversity and resilience,culture,664B6A,speak native language,ability to speak mother tongue,knowledge
Bhutan GNH,country,,Cultural diversity and resilience,culture,664B6A,cultural participation,number of days participate cultural activities,social
Bhutan GNH,country,,Cultural diversity and resilience,culture,664B6A,zong chusum skills (artisan skills),,knowledge
Bhutan GNH,country,,Cultural diversity and resilience,culture,664B6A,Driglam Namzha (code of etique),attitude,culture
Bhutan GNH,country,,Cultural diversity and resilience,culture,664B6A,Driglam Namzha (code of etique),change over time,culture
Bhutan GNH,country,,Good governance,culture,9E90AA,Government performance,preserving culture and traditions,"government, conservation, culture"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,prevalence(percentage) of underweight children under five years of age in rural areas,anthropometric data,"health, children"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,percentage of population who consider themselves better off now than 12 months ago,data from specific household survey,personal_well_being
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,rural poor as a proportion of the total poor population,household income estimates,income
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,rural poor as a proportion of the total poor population,household consumption estimate,household_expenditure
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,percentage change in proportion of rural population below US$1 (purchasing power parity) per day or below national poverty line,income or consumption data,"income, household_expenditure"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,proportion of under-nourished population,household budget surveys,"health, demographic"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,annual growth rate of household income in rural areas from agricultural acticity (percentage),household income by source and groups of activities,income
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,annual growth rate (perventage) of household income in rural areas from non-agricultural activity,household income by source and groups of activities,income
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",wellbeing,9E90AA,annual growth (or percentage change) in rural household income from forest-related activities,composition of rural household incomes,household_expenditure
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,community-based rural development,wellbeing,9E90AA,percentage of farmers who are members of community/producer organizations,total number of farmers; number of farmers who are members of community/ producer organizations,social_participation
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,land policy and administration,wellbeing,9E90AA,change (percentage) in land access for women and minority groups,percentage of land owned or under owner-like possession by different groups including women and minority groups,"land, property, equality"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,wellbeing,9E90AA,percentage of rural labor force employed in non-farm activities,"activity status of rural household members, time worked in each activity","social_participation, income, labor"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,policies and institutions,wellbeing,9E90AA,ratio of average income of the richest quintile to the poorest quintile(%) in rural areas,average income per quintile in rural areas,income
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,market,9E90AA,annual growth (percentage) in agricultural value added,values of inputs and outputs of agricultural commodities,food_market
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,market,9E90AA,consumer price index for food items,consumer price index disaggregated by categories,food_market
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,market,9E90AA,producer price index for food items,prices received by domestic producers of food items,food_market
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,market,9E90AA,change(percentage) in unit cost of transportation of agricultural products,cost and volume of agricultural products transported by mode of transport and region,food_supply
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,livestock,market,9E90AA,annual growth (percentage) in value added in the livestock sector,values of input used in livestock sector and output produced,"livestock, resource"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,livestock,market,9E90AA,percentage change in livestock values,livestock number and unit prices of livestock by species and breed,livestock
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,fisheries and aquaculture,market,9E90AA,share of small-scale fishers in the production of fish,"average fish price, number of small-scale fishers or aquaculture producers, days fo fishing,average weight per day of fishing","aquaculture, food_market"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",market,9E90AA,value of removals  of wood and no-wood forest products (selected currency),"authorizations and licenses granted, statisitics on removals, trade statistics","production, forestry"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",market,9E90AA,growing stock per hectare of forest,"area of forest, growing stock (volume)","land, forestry"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,9E90AA,"indicators of access, use and satisfaction with respect to agribusiness and market services",percentage of farmers aware of market price and information services,"food_market, social_service"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,9E90AA,"indicators of access, use and satisfaction with respect to agribusiness and market services",percentage of farmers using market price and information services,"food_market, social_service"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,9E90AA,"indicators of access, use and satisfaction with respect to agribusiness and market services",percentage of farmers who are satisfied with agri-business and market services,"food_market, social_service"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,9E90AA,percentage change in number and value of activities managed by agro-enterprises,"number and value of transcations managed by agro-enterprises, by type of business","food_market, agri_business"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,919CB8,proportion (percentage) of agro-enterprises adopting improved/ certified hygiene/food management system,number of agro-enterprises by type of business,agri_business
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,919CB8,proportion (percentage) of agro-enterprises adopting improved/ certified hygiene/food management system,number of agro-enterprises certified as following specified phytosanitory measures and food quality standards,"agri_business, product"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,919CB8,change (percentage) in sales/ turnovers of agro-enterprises,"benchmarks and subsequent data on enterprises covering sales, cost structure, and gross and net profits","income, agri_business, investment"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,919CB8,percentage change in number of agricultural inputs outlets,number of retail dealers for each type of inputs,"crop, resource, agri_business"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,919CB8,percentage increase in private sector investments in agriculture,private capital formation in agriculture and non-agriculture sector in rural areas,"investment, agri_business"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"agri-business (agricultural marketing, trade and agro-industry)",market,919CB8,percentage increase in market share of cooperatives/ agribusiness enterprises,"time series of value of transcations of cooperative/ agribusiness enterprises, by product or group of products","agri_business, food_market, product"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,community-based rural development,market,919CB8,proportion of community/ producer organizations capable of meeting the production and marketing needs of their members,"total number of community/ producer organizations; number of which were rated by their members as meeting their needs, by type of membership",social_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,community-based rural development,market,615D6E,percentage of community organizations (POs)/NGOs with functional internal system of checks and balances,total number of community organizations; number of which meet the pre-estabilished standards,social_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,community-based rural development,market,615D6E,percentage increase in number of local enterprises in rural area,"series of total number of local enterprises, by region",agri_business
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,land policy and administration,market,615D6E,percentage change in number of formal land transactions (quarterly or yearly basis),series of quarterly/yearly formal land transactions; estimate of total number of land transactions,"land, policy"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,finance,615D6E,public spending on agriculture as a percentage of GDP from the agriculture sector,"government budget allocation, disbursements and spending on items related to agriculture",public_investment
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,finance,615D6E,public spending on agriculture as a percentage of GDP from the agriculture sector,national agriculture value-added data,product
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,finance,615D6E,public spending on agricultural input subsidies as a percentage of total public spending on agriculture,"government budget allocation, disbursements and spending on items related to subsidies on agricultural input as well as total spending on agriculture","policy, public_investment"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,finance,615D6E,agricultural exports as a percentage of total value added in agriculture sector,trade statistics,"public_investment, food_market"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,finance,744F6E,agricultural exports as a percentage of total value added in agriculture sector,national accounts statistics,"public_investment, food_market"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,livestock,finance,744F6E,"indicators of access, use and satisfaction with respect to livestock service",percentage of livestock owners satisfied with the quality of livestock services,"social_service, livestock"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,fisheries and aquaculture,finance,744F6E,"indicators of access, use and satisfaction with respect to fisheries/aquaculture services",percentage of fishing communities in contact with a fisheries officer in the last month,"social_service, aquaculture"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,fisheries and aquaculture,finance,744F6E,"indicators of access, use and satisfaction with respect to fisheries/aquaculture services",percentage of fishers satisfied with the quality of fisheries services,"social_service, aquaculture"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,fisheries and aquaculture,finance,744F6E,fishing quota (percentage of total permitted catch) earmarked for local fishing communities as rights,"quantity of catch permitted, by species, season and fishing community, according to local practices and regulations","aquaculture, production"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",finance,744F6E,value of services from forests (selected currency),"value of carbon sequestration, tourism, water supply, etc","forestry, income"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,rural micro and SME finance,finance,744F6E,"indicators of access, use, satisfaction with respect to rural finance services",percentage of the rural population eligible to obtain a bussiness loan,financial_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,rural micro and SME finance,finance,744F6E,"indicators of access, use, satisfaction with respect to rural finance services",percentage of users who are satisfied with the banking services,financial_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,rural micro and SME finance,finance,8B577F,percentage of the rural population using financial services of formal banking institutions,total number of rural households; number of which requested/accessed credit and/or savings from formal banking institutions,financial_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,rural micro and SME finance,finance,8B577F,percentage of bank branches that are located in rural areas,spatial distribution of bank branches,financial_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,rural micro and SME finance,finance,8B577F,percentage of total savings that are mobilized from rural areas,mobilization of savings from different areas,financial_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,rural micro and SME finance,finance,8B577F,percentage of rural population using non-bank financial services,total number of rural households; number of which requested/accessed non-banking financial services,financial_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,rural micro and SME finance,finance,8B577F,recovery rate of rural credit,volume of loans by type of credit and rate of recovery in a specific period,financial_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,community-based rural development,finance,8B577F,percentage change in number of community associations exercising voting power in local government budget,time series of total number of community associations; number of which exercised voting power in local budget allocation,public_investment
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,8B577F,food production index,"area, production and yield data for major crops","crop, land"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,8B577F,food production index,livestock numbers and yields,"production, livestock"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,8B577F,food production index,fishery production,"product, production"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,8B577F,percentage of the population with access to safe/improved drinking water,number of household which are connected to water pipelines,infrastructure
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,8B577F,percentage of the population with access to safe/improved drinking water,number of household which have access to public water facilities,infrastructure
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,A95C7F,percentage of the population with access to safe/improved drinking water,"number of household which have protected wells,spring or rainwater",infrastructure
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,A95C7F,ratio (or propotion) of arable land area to total land area of the country,land use data,land
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,A95C7F,percentage of rural labor force employed in agriculture,"total number of days/persons (rural household members) worked in agriculture, by typ of work (padi/unpaid; permanent/occasional) during a specified period",labor
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,a sector-wide indicators for agriculture and rural development,practice,A95C7F,percentage of labor force underemployed or unemployed,"economically active population, employment and unemployment data on hours/days of work",labor
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,crops(inputs and services related to annual and perennial crop production),practice,A95C7F,change(percentage) in yields of major crops of the country,a time series of crop yields per unit of land area for major crops,crop
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,crops(inputs and services related to annual and perennial crop production),practice,A95C7F,percentage of total land area under permanent crops,land use data,land
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,livestock,practice,A95C7F,"indicators of access, use and satisfaction with respect to livestock service",percentage of livestock owners in contact with livestock officer in the last month,"social_service, livestock"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,livestock,practice,8A7490,"indicators of access, use and satisfaction with respect to livestock service",percentage of livestock owners using veterinary service within last month,"social_service, livestock"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,livestock,practice,8A7490,livestock birth rate,number of births during the last year and number of female animals of reproductive age for each species,livestock
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,livestock,practice,8A7490,percentage increase in yield per livestock unit,"per animal yield of milk, eggs, meet, wool, etc. separately for each species","livestock, production"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,fisheries and aquaculture,practice,8A7490,"indicators of access, use and satisfaction with respect to fisheries/aquaculture services",percentage of rural communities that constructed a fish pond in the last year,"aquaculture, infrastructure"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,fisheries and aquaculture,practice,8A7490,water use per unit of aquaculture production,"production from aquaculture, water used in aquaculture production , number of aquaculture units and their water holding capacity","aquaculture, production, water_use"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,fisheries and aquaculture,practice,8A7490,annual change(percentage) in production from aquaculture farms,quantity and average unit price of different products from aquaculture,"aquaculture, production, food_market"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",practice,A487AD,"indicators of access, use and satisfaction with respect to the forestry services",percentage of communities aware of the activities of forestry services in their area,"social_service, forestry"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",practice,A487AD,"indicators of access, use and satisfaction with respect to the forestry services",percentage of communities involved in sustainable forest management,"social_participation, forestry"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",practice,A487AD,"indicators of access, use and satisfaction with respect to the forestry services",percentage of communities planning to expand area under sustainable forest management,"land, forestry, conservation"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,"forestry (developing, caring for or cultivating forests; management of timber production)",practice,A487AD,employment in forestry-related activities (full-time equivalents),data on paid employment and self-employment,"labor, forestry"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,A487AD,"indicators of access, use, satisfaction with respect to  irrigation and drainage service",percentage change in the proportion of farmers with access to a functioning (reliable and adequate) irrigation and drainage network,"water_use, knowledge"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,A487AD,"indicators of access, use, satisfaction with respect to  irrigation and drainage service",percentage change in the number of users,"water_use, knowledge"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,A487AD,irrigated land as percentage of crop land,"total crop land area, irrigated crop land area",water_use
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,A487AD,percentage of users who report a significant increase in crop yield as a result of the provision of irrigation and drainage services,crop yield data for irrigated crops; crop yield data for the same crops cultivated in similar conditions without irrigation,water_use
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,A487AD,service fees collected as a percentage to total cost of sustainable Water User Association (WUA) activities and functions ,total WUA budget; part of which came from collected fees,water_use
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,A487AD,percentage change in average downstream water flows during dry season,monthly average downstream water flows,resource
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,A487AD,percentage change in agricultural value added created by irrigated agriculture,"area benefiting from a project, area under major crops of the command area of the project",social_service
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,A487AD,percentage change in agricultural value added created by irrigated agriculture,yield of crops before and after availabiltiy of irrigation,"production, water_use"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,C2A2CD,percentage change in agricultural value added created by irrigated agriculture,prices of the crops sown in the command area,"food_market, crop"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,C2A2CD,percentage of irrigation schemes that are financially self-sufficient,"list of irrigation schemes, their running costs and revenue collected","infrastructure, water_use"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,C2A2CD,percentage increase in cropping intensity,area equipped for irrigation data,"land, water_use"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,irragation and drainage (service related to water use in agriculture),practice,C2A2CD,percentage increase in cropping intensity,crop yields in irrigated area,"production, water_use"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,natural resource management,practice,C2A2CD,withdrawal of water for agricultural as a percentage of total freshwater withdrawal,area equipped for irrigation,"water_use, land"
Tracking Results in Agriculture and Rural Development in Less Than Ideal Conditions,global,,natural resource management,practice,C2A2CD,withdrawal of water for agricultural as a percentage of total freshwater withdrawal,area under different coprs under irrigated and rain fed conditions,"water_use, crop"
